max_voltage_step,framework_formula,formula_charge,max_delta_volume,average_voltage,capacity_grav,fracA_charge,fracA_discharge,stability_charge,stability_discharge,id_charge,id_discharge
0,CoO2,Na(CoO2)2,0.001804591555615,2.05293065,117.63108355437,0.142857142857142,0.25,0.38422510892857,0.09736583500001,mp-1221405,mp-1221066
0,CoO2,Na(CoO2)2,0.015954810251518,1.82353953,61.9404879544204,0.142857142857142,0.2,0.250249888928571,0.121482698833341,mp-1221417,mp-1221243
0,NbSe2,Na(NbSe2)2,0.020082286182315,2.38497245999965,16.7832612162847,0.142857142857142,0.181818181818181,0.046146918928556,0.008946799772726,mp-1221396,mp-1221482
0,CrS2,CrS2,0.324025834794701,-0.440697600000002,105.004209225336,0,0.142857142857142,0.029461006666667,0.106730644285703,mp-1442954,mp-1238805
0,Nb3S4,Nb3S4,0.001474428565106,1.40518083,32.0228730665187,0,0.066666666666666,0,0.007023744310675,mp-12627,mp-1221421
0,VO2,VO2,0.065155493854801,0.291309192499999,141.904107285515,0,0.142857142857142,0.108307110416651,0.011000901630964,mp-1273390,mp-1296331
0,VO2,VO2,0.070923840381034,0.62955731,141.904107285515,0,0.142857142857142,0.179299856249985,0.023530666988106,mp-1446045,mp-1286827
0,KSb,KNaSb,0.020131292687241,1.48209506374999,129.577263676488,0.333333333333333,0.5,0.297216350000002,0,mp-1100427,mp-15724
1.05888921750001,WO3,WO3,0.08219389083152,-0.450520157500003,105.174801734244,0,0.2,0.000142558437499,0.055300456304352,mp-2486616,mp-19328
0,V6O13,V6O13,0.075981364750489,0.303474979999994,95.784445781365,0,0.095238095238095,0.043009163421054,0.058784580158729,mp-870306,mp-753267
0,FeSb3,FeSb3,0.006137739489666,1.03153714999998,15.6964226829103,0,0.058823529411764,0.062860608749996,0.051275249117651,mp-971669,mp-19844
0,SbO3,SbO3,0.019795488538149,2.45991469,139.049356760953,0,0.2,0.198004348749999,0.055137247000001,mp-726085,mp-20011
0,Mo3Se4,Mo3Se4,0.03849463111236,2.15420826499987,21.7843357945931,0,0.066666666666666,0.060871434999999,0.036686208333328,mp-21021,mp-1104133
0,TiS2,TiS2,0.204440005896861,1.84821600666667,198.548948821571,0,0.25,0,0.013920262499999,mp-2156,mp-752947
0,NbSe2,NbSe2,0.152221780643419,1.78600527,97.8813017999063,0,0.25,0,0,mp-2207,mp-7939
0,PrCl3,PrCl3,0.046120944339668,0.12305659277779,51.7879931085029,0,0.111111111111111,0,0.055189023148146,mp-23211,mp-1220950
1.03741434000004,VO2,VO2,0.19294861163725,0.457373849999991,166.237949722799,0,0.166666666666666,0.180323049999984,0.026364627916676,mp-714944,mp-1319644
0,NiO2,NiO2,0.446314787525209,0.649448295,392.202242069202,0,0.4,0.581115129444445,0.054099809,mp-25206,mp-752558
0,TiO2,TiO2,0.074847192073333,15.20084736,146.679511274314,0,0.142857142857142,0.185231633333332,0.038360103571429,mp-25262,mp-752643
0,VO2,VO2,0.127809631342133,0.661198410000002,141.904107285515,0,0.142857142857142,0.203578088333317,0.039820423059536,mp-714960,mp-1312265
0,CuO2,CuO2,0.231352672527354,1.09149651,226.106875894187,0,0.25,0.180120351874999,0.136693456249999,mp-25378,mp-578606
0,BiF6,NaBiF6,0.462749489281931,4.19325295249999,136.763139552836,0.125,0.3,0,0.154085917999999,mp-27420,mp-1110572
0,ClO,ClO,1.74291658683402,3.73051072666667,667.690608930096,0,0.6,1.502737934375,0.01253748,mp-1059242,mp-28602
0,Ti8O13,Ti8O13,0.003857633224201,1.24744850000001,43.6564532828328,0,0.045454545454545,0.032117040119045,0.029362106818181,mp-752989,mp-28649
0,TiO2,TiO2,0.039806467873958,1.78568143249999,146.679511274314,0,0.142857142857142,0.074462540416666,0,mp-756655,mp-29356
0,NbO3,NbO3,0.024702532977816,1.9405581725,163.529012825059,0,0.2,0.188615306607143,0.039167725499998,mp-1220361,mp-559354
0,Ce2Se3,Ce2Se3,0.015128099222686,-0.935422085000008,12.8148594899817,0,0.047619047619047,0,0,mp-32578,mp-675013
0,CrSe2,Na2(CrSe2)3,0.032414205163346,2.52151146000001,38.3581018205873,0.181818181818181,0.25,0.016208914360795,0,mp-1221432,mp-3332
25.15472653875,NbO2,NbO2,0.120628889466569,18.50825157,181.219718968376,0,0.25,0.283371129166665,0,mp-25214,mp-3744
0,CuO2,CuO2,0.264664398018413,12.30740411,226.106875894187,0,0.25,0.301253268541667,0,mp-614565,mp-4541
0,CuO,CuO,0.043417854352796,17.5099363575,147.195723581845,0,0.2,0.15278473625,0,mp-510752,mp-505090
