id_discharge,formula_pretty,formation_energy_per_atom,volume,density,energy_above_hull,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-760827,Li2VF4,-3.01495065827381,665.239941215794,2.81200574484889,0.078498358392856,3,23,20,9.28571428571429,3.91836734693878,9,1,93,92,60,37.7142857142857,93,6.941,50.9415,44.0005,20.1167304,8.80707702857143,18.9984032,53.5,2183,2129.5,472.054285714286,488.841632653061,53.5,1,17,16,10.7142857142857,7.18367346938776,17,2,4,2,2.28571428571429,0.489795918367347,2,57,153,96,91,38.8571428571429,57,0.98,3.98,3,2.78714285714286,1.36326530612245,3.98,1,2,1,1.71428571428571,0.408163265306122,2,0,5,5,2.85714285714286,2.44897959183673,5,0,3,3,0.428571428571429,0.73469387755102,0,0,0,0,0,0,0,1,7,6,5,2.28571428571429,7,0,1,1,0.285714285714286,0.408163265306122,0,0,1,1,0.571428571428571,0.489795918367347,1,0,7,7,1,1.71428571428571,0,0,0,0,0,0,0,1,7,6,1.85714285714286,1.46938775510204,1,9.7075,16.5933333333,6.8858333333,12.1466666666571,2.78761904760816,9.7075,0,1.97,1.97,1.12571428571429,0.964897959183674,1.97,0,0,0,0,0,0,15,229,214,106.714285714286,104.816326530612,15
mp-1177787,Li2VF6,-3.12902568277778,656.318489152922,2.71448240502887,0.020492059074075,3,23,20,9.22222222222222,3.06172839506173,9,1,93,92,67.3333333333333,34.2222222222222,93,6.941,50.9415,44.0005,19.8682132444444,6.9051748345679,18.9984032,53.5,2183,2129.5,379.042222222222,434.056296296296,53.5,1,17,16,12.1111111111111,6.51851851851852,17,2,4,2,2.22222222222222,0.395061728395062,2,57,153,96,83.4444444444445,35.2592592592593,57,0.98,3.98,3,3.05222222222222,1.23703703703704,3.98,1,2,1,1.77777777777778,0.345679012345679,2,0,5,5,3.33333333333333,2.22222222222222,5,0,3,3,0.333333333333333,0.592592592592593,0,0,0,0,0,0,0,1,7,6,5.44444444444444,2.07407407407407,7,0,1,1,0.222222222222222,0.345679012345679,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,0.777777777777778,1.38271604938272,0,0,0,0,0,0,0,1,7,6,1.66666666666667,1.18518518518519,1,9.7075,16.5933333333,6.8858333333,11.6046296296222,2.52950617282963,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
mp-760139,Li2MnF4,-3.03808945208539,149.25663818505,3.2222183135597,0.041900966071428,3,25,22,9.57142857142857,4.40816326530612,9,1,93,92,60.8571428571429,36.734693877551,93,6.941,54.938045,47.997045,20.6876654,9.78582274285714,18.9984032,53.5,1519,1465.5,377.197142857143,369.939591836735,53.5,1,17,16,11,6.85714285714286,17,2,4,2,2.28571428571429,0.489795918367347,2,57,139,82,89,36.5714285714286,57,0.98,3.98,3,2.77571428571429,1.37632653061224,3.98,1,2,1,1.71428571428571,0.408163265306122,2,0,5,5,2.85714285714286,2.44897959183673,5,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,7,6,5.28571428571429,2.44897959183673,7,0,1,1,0.285714285714286,0.408163265306122,0,0,1,1,0.571428571428571,0.489795918367347,1,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,5,4,1.57142857142857,0.979591836734694,1,9.7075,16.5933333333,6.8858333333,11.7863218390714,2.74686371098775,9.7075,0,1.97,1.97,1.12571428571429,0.964897959183674,1.97,0,0.000310120689655,0.000310120689655,0.000044302955665,7.59479239971428E-05,0,15,229,214,105,102.857142857143,15
mp-760142,Li12Fe5O16,-1.81935104545454,296.843505851911,3.45992309224905,0.076564085606061,3,26,23,8.90909090909091,5.17906336088154,8,1,87,86,50.8787878787879,36.2754820936639,87,6.941,55.845,48.904,18.7426484848485,11.2431368227732,15.9994,54.8,1811,1756.2,465.941818181818,407.593388429752,54.8,1,16,15,9.33333333333333,6.46464646464646,16,2,4,2,2.3030303030303,0.514233241505969,2,66,132,66,98.5454545454546,31.5592286501377,66,0.98,3.44,2.46,2.30151515151515,1.10398530762167,3.44,1,2,1,1.63636363636364,0.462809917355372,2,0,4,4,1.93939393939394,1.99816345270891,4,0,6,6,0.909090909090909,1.54269972451791,0,0,0,0,0,0,0,1,8,7,4.48484848484848,2.53443526170799,6,0,1,1,0.363636363636364,0.462809917355372,0,0,2,2,0.96969696969697,0.999081726354454,2,0,4,4,0.606060606060606,1.02846648301194,0,0,0,0,0,0,0,1,4,3,1.93939393939394,0.683195592286501,2,9.105,16.5933333333,7.4883333333,12.0742424242303,3.28661157023251,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.319797393939394,0.542686486685032,0,12,229,217,123.787878787879,108.400367309458,12
mp-760329,Li3V2F12,-3.03697479411765,432.546706282238,2.69256099675705,0.028305049411764,3,23,20,9.58823529411765,3.15570934256055,9,1,93,92,71.2352941176471,30.7266435986159,93,6.941,50.9415,44.0005,20.6286375529412,7.13243822283737,18.9984032,53.5,2183,2129.5,374.651176470588,453.389896193772,53.5,1,17,16,12.7647058823529,5.97923875432526,17,2,4,2,2.23529411764706,0.41522491349481,2,57,153,96,80.8235294117647,33.6332179930796,57,0.98,3.98,3,3.17411764705882,1.13771626297578,3.98,1,2,1,1.82352941176471,0.290657439446367,2,0,5,5,3.52941176470588,2.07612456747405,5,0,3,3,0.352941176470588,0.622837370242215,0,0,0,0,0,0,0,1,7,6,5.70588235294118,1.82698961937716,7,0,1,1,0.176470588235294,0.290657439446367,0,0,1,1,0.705882352941176,0.41522491349481,1,0,7,7,0.823529411764706,1.45328719723183,0,0,0,0,0,0,0,1,7,6,1.70588235294118,1.24567474048443,1,9.7075,16.5933333333,6.8858333333,11.3111764705824,2.26401384082214,9.7075,0,1.97,1.97,1.39058823529412,0.817993079584775,1.97,0,0,0,0,0,0,15,229,214,77.9411764705882,88.8581314878893,15
mp-760354,LiFeF3,-2.72840070166667,180.532010577884,3.30525391062868,0.091847262999996,3,26,23,11.2,5.92,9,1,93,92,67,31.2,93,6.941,55.845,48.904,23.95624192,12.755503232,18.9984032,53.5,1811,1757.5,485.038,530.3848,53.5,1,17,16,12,6,17,2,4,2,2.4,0.64,2,57,132,75,86.2,35.04,57,0.98,3.98,3,2.95,1.236,3.98,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,8,7,6,2,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,9.7075,16.5933333333,6.8858333333,11.28916666666,2.121666666656,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.42213256,0.675412096,0,15,229,214,100.6,102.72,15
mp-760823,Li11V4F24,-3.16874500837607,885.60016770668,2.76035945675762,0.028562153974339,3,23,20,8.74358974358974,3.23997370151216,9,1,93,92,62.2307692307692,37.8698224852071,93,6.941,50.9415,44.0005,18.873812225641,6.73132997343853,18.9984032,53.5,2183,2129.5,384.784358974359,407.73459566075,53.5,1,17,16,11.2564102564103,7.06903353057199,17,2,4,2,2.20512820512821,0.368178829717291,2,57,153,96,86.8717948717949,36.7652859960552,57,0.98,3.98,3,2.89282051282051,1.33806706114398,3.98,1,2,1,1.71794871794872,0.40499671268902,2,0,5,5,3.07692307692308,2.36686390532544,5,0,3,3,0.307692307692308,0.552268244575937,0,0,0,0,0,0,0,1,7,6,5.1025641025641,2.3353057199211,7,0,1,1,0.282051282051282,0.40499671268902,0,0,1,1,0.615384615384615,0.473372781065089,1,0,7,7,0.717948717948718,1.28862590401052,0,0,0,0,0,0,0,1,7,6,1.61538461538462,1.10453648915187,1,9.7075,16.5933333333,6.8858333333,11.9883760683667,2.80723208414359,9.7075,0,1.97,1.97,1.21230769230769,0.932544378698225,1.97,0,0,0,0,0,0,15,229,214,97.3076923076923,101.301775147929,15
mp-772164,Li2V3O7,-2.42985730166667,924.737542236467,3.0027723713823,0.085522838784716,3,23,20,10.9166666666667,6.04166666666667,8,1,87,86,62.4166666666667,28.6805555555556,87,6.941,50.9415,44.0005,23.2251916666667,13.8581541666667,15.9994,54.8,2183,2128.2,653.331666666667,764.834166666667,54.8,1,16,15,10.75,6.125,16,2,4,2,2.5,0.75,2,66,153,87,98.0833333333333,37.4305555555555,66,0.98,3.44,2.46,2.5775,1.00625,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.33333333333333,1.94444444444444,4,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,6,5,4.91666666666667,1.30555555555556,6,0,1,1,0.166666666666667,0.277777777777778,0,0,2,2,1.16666666666667,0.972222222222222,2,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,7,6,3.08333333333333,1.95833333333333,2,9.105,16.5933333333,7.4883333333,11.32930555555,2.59502314814167,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,102.416666666667,105.486111111111,12
mp-765467,Li3V2F12,-2.96152381735294,578.450608397441,2.01341026131495,0.10375602617647,3,23,20,9.58823529411765,3.15570934256055,9,1,93,92,71.2352941176471,30.7266435986159,93,6.941,50.9415,44.0005,20.6286375529412,7.13243822283737,18.9984032,53.5,2183,2129.5,374.651176470588,453.389896193772,53.5,1,17,16,12.7647058823529,5.97923875432526,17,2,4,2,2.23529411764706,0.41522491349481,2,57,153,96,80.8235294117647,33.6332179930796,57,0.98,3.98,3,3.17411764705882,1.13771626297578,3.98,1,2,1,1.82352941176471,0.290657439446367,2,0,5,5,3.52941176470588,2.07612456747405,5,0,3,3,0.352941176470588,0.622837370242215,0,0,0,0,0,0,0,1,7,6,5.70588235294118,1.82698961937716,7,0,1,1,0.176470588235294,0.290657439446367,0,0,1,1,0.705882352941176,0.41522491349481,1,0,7,7,0.823529411764706,1.45328719723183,0,0,0,0,0,0,0,1,7,6,1.70588235294118,1.24567474048443,1,9.7075,16.5933333333,6.8858333333,11.3111764705824,2.26401384082214,9.7075,0,1.97,1.97,1.39058823529412,0.817993079584775,1.97,0,0,0,0,0,0,15,229,214,77.9411764705882,88.8581314878893,15
mp-1311345,Li3(NiO2)5,-1.24601391888889,341.825729751744,4.60800368208266,0.032956583379629,3,28,25,12.7222222222222,8.48765432098765,8,1,87,86,65.4444444444444,23.9506172839506,87,6.941,58.6934,51.7524,26.3491111111111,17.9690493827161,15.9994,54.8,1728,1673.2,586.059444444444,634.411419753086,54.8,1,16,15,11.8333333333333,4.62962962962963,16,2,4,2,2.55555555555556,0.802469135802469,2,66,128,62,92.4444444444444,29.3827160493827,66,0.98,3.44,2.46,2.605,0.927777777777778,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.22222222222222,1.97530864197531,4,0,8,8,2.22222222222222,3.20987654320988,0,0,0,0,0,0,0,1,10,9,6.27777777777778,2.0679012345679,6,0,1,1,0.166666666666667,0.277777777777778,0,0,2,2,1.11111111111111,0.987654320987654,2,0,2,2,0.555555555555556,0.802469135802469,0,0,0,0,0,0,0,1,2,1,1.83333333333333,0.277777777777778,2,9.105,16.5933333333,7.4883333333,10.69055555555,1.96759259258333,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.165387416666667,0.238892935185185,0,12,229,217,107.333333333333,105.925925925926,12
mp-764889,Li9Fe5O12,-1.91277584730769,243.210614605475,3.64378743159012,0.069502822307691,3,26,23,9.73076923076923,6.25739644970414,8,1,87,86,51.0769230769231,34.6686390532544,87,6.941,55.845,48.904,20.5264153846154,13.5840710059172,15.9994,54.8,1811,1756.2,530.608076923077,492.458431952663,54.8,1,16,15,9.26923076923077,6.21301775147929,16,2,4,2,2.38461538461538,0.621301775147929,2,66,132,66,100.153846153846,31.5266272189349,66,0.98,3.44,2.46,2.27884615384615,1.07183431952663,3.44,1,2,1,1.65384615384615,0.452662721893491,2,0,4,4,1.84615384615385,1.98816568047337,4,0,6,6,1.15384615384615,1.86390532544379,0,0,0,0,0,0,0,1,8,7,4.65384615384615,2.52958579881657,6,0,1,1,0.346153846153846,0.452662721893491,0,0,2,2,0.923076923076923,0.994082840236686,2,0,4,4,0.769230769230769,1.24260355029586,0,0,0,0,0,0,0,1,4,3,2.03846153846154,0.754437869822485,2,9.105,16.5933333333,7.4883333333,12.0096153846038,3.17334319525118,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.405896692307692,0.655679272189349,0,12,229,217,128.846153846154,107.85798816568,12
mp-863384,Li2VF5,-3.14658275364583,355.739267460108,2.98398216943083,0.073768333437494,3,23,20,9.25,3.4375,9,1,93,92,64.125,36.09375,93,6.941,50.9415,44.0005,19.9769395,7.741140125,18.9984032,53.5,2183,2129.5,419.735,457.79375,53.5,1,17,16,11.5,6.875,17,2,4,2,2.25,0.4375,2,57,153,96,86.75,37.1875,57,0.98,3.98,3,2.93625,1.3046875,3.98,1,2,1,1.75,0.375,2,0,5,5,3.125,2.34375,5,0,3,3,0.375,0.65625,0,0,0,0,0,0,0,1,7,6,5.25,2.1875,7,0,1,1,0.25,0.375,0,0,1,1,0.625,0.46875,1,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,1.75,1.3125,1,9.7075,16.5933333333,6.8858333333,11.841770833325,2.66783854165625,9.7075,0,1.97,1.97,1.23125,0.9234375,1.97,0,0,0,0,0,0,15,229,214,95.25,100.3125,15
mp-766543,Li7Ti11O24,-3.19656441119048,439.113786817354,3.62693909361025,0.031106062142885,3,22,19,10.8333333333333,5.84920634920635,8,1,87,86,61.1428571428572,29.5510204081633,87,6.941,47.867,40.926,22.8359428571429,13.111506122449,15.9994,54.8,1941,1886.2,615.286428571429,694.421394557823,54.8,1,16,15,10.3571428571429,6.44897959183674,16,2,4,2,2.52380952380952,0.773242630385487,2,66,160,94,100.952380952381,39.9455782312925,66,0.98,3.44,2.46,2.53238095238095,1.03727891156463,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.28571428571429,1.95918367346939,4,0,2,2,0.523809523809524,0.773242630385488,0,0,0,0,0,0,0,1,6,5,4.64285714285714,1.55102040816327,6,0,1,1,0.166666666666667,0.277777777777778,0,0,2,2,1.14285714285714,0.979591836734694,2,0,8,8,2.0952380952381,3.09297052154195,0,0,0,0,0,0,0,1,8,7,3.4047619047619,2.40702947845805,2,9.105,16.69,7.585,12.3396031745976,3.69668934239728,9.105,0,0,0,0,0,0,0,0.0000225333333333,0.0000225333333333,5.90158730157857E-06,8.71186696899694E-06,0,12,229,217,95.8333333333333,95.8095238095238,12
mp-850218,Li35(FeO4)8,-1.93522368902222,803.625342187953,2.48303470103997,0.047865060733338,3,26,23,7.58666666666667,4.28088888888889,3,1,87,86,43.4533333333333,39.6231111111111,1,6.941,55.845,48.904,16.022344,8.49549994666667,6.941,54.8,1811,1756.2,428.276666666667,318.700088888889,453.69,1,16,15,8.14666666666667,6.70151111111111,1,2,4,2,2.21333333333333,0.381155555555556,2,66,132,66,101.973333333333,30.6972444444444,128,0.98,3.44,2.46,2.12026666666667,1.12617244444444,0.98,1,2,1,1.53333333333333,0.497777777777778,1,0,4,4,1.70666666666667,1.95697777777778,0,0,6,6,0.64,1.14346666666667,0,0,0,0,0,0,0,1,8,7,3.88,2.688,1,0,1,1,0.466666666666667,0.497777777777778,1,0,2,2,0.853333333333333,0.978488888888889,0,0,4,4,0.426666666666667,0.762311111111111,0,0,0,0,0,0,0,1,4,3,1.74666666666667,0.696888888888889,1,9.105,16.5933333333,7.4883333333,12.7728888888733,3.56574814813155,16.5933333333,0,0,0,0,0,0,0,2.1106628,2.1106628,0.225137365333333,0.402245426062222,0,12,229,217,136.413333333333,106.166044444444,229
mp-773027,Li5V18O44,-2.3676516720398,803.180185360526,3.42293178862351,0.046381271417907,3,23,20,11.6567164179104,6.09489864112274,8,1,87,86,69.5671641791045,22.8968589886389,87,6.941,50.9415,44.0005,24.7108298507463,14.0940914234796,15.9994,54.8,2183,2128.2,656.323134328358,820.303987525061,54.8,1,16,15,11.9253731343284,5.35174871909111,16,2,4,2,2.53731343283582,0.785921140565828,2,66,153,87,94,36.7761194029851,66,0.98,3.44,2.46,2.77014925373134,0.879803965248385,3.44,1,2,1,1.92537313432836,0.138115393183337,2,0,4,4,2.62686567164179,1.80351971485854,4,0,3,3,0.805970149253731,1.17888171084874,0,0,0,0,0,0,0,1,6,5,5.35820895522388,0.842949431944754,6,0,1,1,0.0746268656716418,0.138115393183337,0,0,2,2,1.3134328358209,0.901759857429271,2,0,7,7,1.88059701492537,2.7507239919804,0,0,0,0,0,0,0,1,7,6,3.26865671641791,2.00490086879038,2,9.105,16.5933333333,7.4883333333,10.7129353233806,2.11191505160437,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.4925373134328,97.840944531076,12
mp-774863,LiNi9S10,-0.594837596416665,268.357813800754,5.29569750961651,0.101797557374998,3,28,25,20.75,6.525,16,1,88,87,71.5,16.5,88,6.941,58.6934,51.7524,42.79158,14.311638,32.065,388.36,1728,1339.64,994.4645,660.18195,388.36,1,16,15,12.55,3.45,16,2,4,2,3.4,0.54,3,105,128,23,114.7,9.7,105,0.98,2.58,1.6,2.1985,0.3815,2.58,1,2,1,1.95,0.095,2,0,4,4,2,2,4,0,8,8,3.6,3.96,0,0,0,0,0,0,0,1,10,9,7.55,2.205,6,0,1,1,0.05,0.095,0,0,2,2,1,1,2,0,2,2,0.9,0.99,0,0,0,0,0,0,0,1,2,1,1.95,0.095,2,10.32,25.786875,15.466875,18.367104166665,7.419770833335,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0.5953947,0.5953947,0.267927615,0.2947203765,0,70,229,159,147.7,77.7,70
mp-768114,Li6Ti9O20,-3.21994383085714,755.934986355633,3.48144382802848,0.003677804071449,3,22,19,10.7428571428571,5.78938775510204,8,1,87,86,60.9428571428571,29.7795918367347,87,6.941,47.867,40.926,22.6410571428571,12.9733420408163,15.9994,54.8,1941,1886.2,608.204,685.437942857143,54.8,1,16,15,10.3428571428571,6.46530612244898,16,2,4,2,2.51428571428571,0.764081632653061,2,66,160,94,100.8,39.7714285714286,66,0.98,3.44,2.46,2.52971428571429,1.04032653061225,3.44,1,2,1,1.82857142857143,0.284081632653061,2,0,4,4,2.28571428571429,1.95918367346939,4,0,2,2,0.514285714285714,0.764081632653061,0,0,0,0,0,0,0,1,6,5,4.62857142857143,1.56734693877551,6,0,1,1,0.171428571428571,0.284081632653061,0,0,2,2,1.14285714285714,0.979591836734694,2,0,8,8,2.05714285714286,3.05632653061224,0,0,0,0,0,0,0,1,8,7,3.37142857142857,2.38040816326531,2,9.105,16.69,7.585,12.3391428571371,3.69616326529959,9.105,0,0,0,0,0,0,0,0.0000225333333333,0.0000225333333333,5.79428571427714E-06,8.60865306121176E-06,0,12,229,217,96,96,12
mp-859116,Li4VF6,-2.93640091575758,270.350268577323,2.36714469336271,0.18297860181818,3,23,20,8.09090909090909,3.70247933884297,9,1,93,92,55.2727272727273,41.1570247933884,93,6.941,50.9415,44.0005,17.5178108363636,7.69222606280992,18.9984032,53.5,2183,2129.5,392.614545454545,369.943140495868,53.5,1,17,16,10.0909090909091,7.53719008264463,17,2,4,2,2.18181818181818,0.330578512396694,2,57,153,96,91.5454545454545,37.6859504132231,57,0.98,3.98,3,2.67545454545455,1.42314049586777,3.98,1,2,1,1.63636363636364,0.462809917355372,2,0,5,5,2.72727272727273,2.47933884297521,5,0,3,3,0.272727272727273,0.495867768595041,0,0,0,0,0,0,0,1,7,6,4.63636363636364,2.64462809917355,7,0,1,1,0.363636363636364,0.462809917355372,0,0,1,1,0.545454545454545,0.495867768595041,1,0,7,7,0.636363636363636,1.15702479338843,0,0,0,0,0,0,0,1,7,6,1.54545454545455,0.991735537190083,1,9.7075,16.5933333333,6.8858333333,12.5116666666545,3.05909090907769,9.7075,0,1.97,1.97,1.07454545454545,0.976859504132231,1.97,0,0,0,0,0,0,15,229,214,112.272727272727,106.115702479339,15
mp-767704,Li9Mn15O32,-2.01795520426724,552.753210121654,4.20132862487832,0.049731564196414,3,25,22,11.75,7.09821428571429,8,1,87,86,63.8035714285714,26.5102040816326,87,6.941,54.938045,47.997045,24.9735799107143,16.0523920121173,15.9994,54.8,1519,1464.2,511.10375,539.944419642857,54.8,1,16,15,11.1785714285714,5.51020408163265,16,2,4,2,2.53571428571429,0.784438775510204,2,66,139,73,95.5178571428571,33.734693877551,66,0.98,3.44,2.46,2.53839285714286,1.03040816326531,3.44,1,2,1,1.83928571428571,0.269770408163265,2,0,4,4,2.28571428571429,1.95918367346939,4,0,5,5,1.33928571428571,1.96109693877551,0,0,0,0,0,0,0,1,7,6,5.46428571428571,1.43494897959184,6,0,1,1,0.160714285714286,0.269770408163265,0,0,2,2,1.14285714285714,0.979591836734694,2,0,5,5,1.33928571428571,1.96109693877551,0,0,0,0,0,0,0,1,5,4,2.64285714285714,1.26275510204082,2,9.105,16.5933333333,7.4883333333,10.6788177339857,1.90109429977959,9.105,0,0,0,0,0,0,0,0.000310120689655,0.000310120689655,8.3068041871875E-05,0.000121635347026674,0,12,229,217,101.785714285714,102.612244897959,12
mp-863369,Li4V2F9,-3.12569406888889,322.843426987263,3.09259649159127,0.037043745333322,3,23,20,9.26666666666667,3.66222222222222,9,1,93,92,62.2,36.96,93,6.941,50.9415,44.0005,20.0421752533333,8.23981993244444,18.9984032,53.5,2183,2129.5,444.150666666667,468.7808,53.5,1,17,16,11.1333333333333,7.04,17,2,4,2,2.26666666666667,0.462222222222222,2,57,153,96,88.7333333333333,38.08,57,0.98,3.98,3,2.86666666666667,1.336,3.98,1,2,1,1.73333333333333,0.391111111111111,2,0,5,5,3,2.4,5,0,3,3,0.4,0.693333333333333,0,0,0,0,0,0,0,1,7,6,5.13333333333333,2.24,7,0,1,1,0.266666666666667,0.391111111111111,0,0,1,1,0.6,0.48,1,0,7,7,0.933333333333333,1.61777777777778,0,0,0,0,0,0,0,1,7,6,1.8,1.38666666666667,1,9.7075,16.5933333333,6.8858333333,11.9840555555467,2.731866666656,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,100.6,102.72,15
mp-1003315,LiMn4O8,-1.92315395404288,586.66845177497,4.01571899547092,0.034245027826923,3,25,22,12.8461538461538,7.4792899408284,8,1,87,86,69.6153846153846,21.396449704142,87,6.941,54.938045,47.997045,27.2837215384615,17.0180452071006,15.9994,54.8,1519,1464.2,536.006923076923,604.918816568047,54.8,1,16,15,12.0769230769231,4.82840236686391,16,2,4,2,2.61538461538462,0.85207100591716,2,66,139,73,93.2307692307692,33.5147928994083,66,0.98,3.44,2.46,2.66923076923077,0.948639053254438,3.44,1,2,1,1.92307692307692,0.142011834319527,2,0,4,4,2.46153846153846,1.89349112426036,4,0,5,5,1.53846153846154,2.1301775147929,0,0,0,0,0,0,0,1,7,6,5.92307692307692,0.757396449704142,6,0,1,1,0.0769230769230769,0.142011834319527,0,0,2,2,1.23076923076923,0.946745562130177,2,0,5,5,1.53846153846154,2.1301775147929,0,0,0,0,0,0,0,1,5,4,2.84615384615385,1.32544378698225,2,9.105,16.5933333333,7.4883333333,10.1064367816077,1.23253757736331,9.105,0,0,0,0,0,0,0,0.000310120689655,0.000310120689655,9.54217506630769E-05,0.00013212242399503,0,12,229,217,91.7692307692308,98.1775147928994,12
