id_discharge,formula_pretty,formation_energy_per_atom,volume,density,energy_above_hull,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-865875,Li3Ag,-0.122345376249999,65.6558810228298,3.25480005444337,0,3,47,44,14,16.5,3,1,65,64,17,24,1,6.941,107.8682,100.9272,32.1728,37.8477,6.941,453.69,1234.93,781.24,649,292.965,453.69,1,11,10,3.5,3.75,1,2,5,3,2.75,1.125,2,128,145,17,132.25,6.375,128,0.98,1.93,0.95,1.2175,0.35625,0.98,1,1,0,1,0,1,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,11,10,3.5,3.75,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,16.5933333333,0.2633333333,16.527499999975,0.0987499999874997,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229
mp-2074,Li3Sb,-0.744135469999999,70.0895977825068,3.37802825560115,0.0079774975,3,51,48,15,18,3,1,85,84,22,31.5,1,6.941,121.76,114.819,35.64575,43.057125,6.941,453.69,903.78,450.09,566.2125,168.78375,453.69,1,15,14,4.5,5.25,1,2,5,3,2.75,1.125,2,128,139,11,130.75,4.125,128,0.98,2.05,1.07,1.2475,0.40125,0.98,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,15,14,4.5,5.25,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,16.5933333333,31.56,14.9666666667,20.334999999975,5.6125000000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,213.25,23.625,229
mp-22902,LiBi,-0.415156415833333,47.6313585812526,7.52751822947344,0.003396496666663,3,83,80,43,40,3,1,86,85,43.5,42.5,1,6.941,208.9804,202.0394,107.9607,101.0197,6.941,453.69,544.4,90.71,499.045,45.355,453.69,1,15,14,8,7,1,2,6,4,4,2,2,128,148,20,138,10,128,0.98,2.02,1.04,1.5,0.52,0.98,1,2,1,1.5,0.5,1,0,3,3,1.5,1.5,0,0,10,10,5,5,0,0,14,14,7,7,0,1,29,28,15,14,1,0,1,1,0.5,0.5,0,0,3,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,16.5933333333,32.95,16.3566666667,24.77166666665,8.17833333335,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.5,108.5,12
mp-1185231,Li3Ce,0.333634136249999,103.086779150031,2.59243230842039,0.333634136249999,3,58,55,16.75,20.625,3,1,15,14,4.5,5.25,1,6.941,140.116,133.175,40.23475,49.940625,6.941,453.69,1071,617.31,608.0175,231.49125,453.69,1,3,2,1.5,0.75,1,2,6,4,3,1.5,2,128,204,76,147,28.5,128,0.98,1.12,0.14,1.015,0.0525000000000001,0.98,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,1,1,0.25,0.375,0,0,1,1,0.25,0.375,0,1,4,3,1.75,1.125,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,9,9,2.25,3.375,0,0,13,13,3.25,4.875,0,1,22,21,6.25,7.875,1,16.5933333333,37.24,20.6466666667,21.754999999975,7.7425000000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
mp-975929,Li3Ca,0.046671715,106.898526714626,0.946023231592113,0.061178348958333,3,20,17,7.25,6.375,3,1,7,6,2.5,2.25,1,6.941,40.078,33.137,15.22525,12.426375,6.941,453.69,1115,661.31,619.0175,247.99125,453.69,1,2,1,1.25,0.375,1,2,4,2,2.5,0.75,2,128,176,48,140,18,128,0.98,1,0.02,0.985,0.00750000000000001,0.98,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.25,0.375,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,16.5933333333,37.77,21.1766666667,21.887499999975,7.9412500000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229
mp-1001581,LiC6,-0.034716359523808,58.6273845371134,2.23771232676254,0.000490129480517,3,6,3,5.57142857142857,0.734693877551021,6,1,77,76,66.1428571428571,18.6122448979592,77,6.941,12.0107,5.0697,11.2864571428571,1.24155918367347,12.0107,453.69,3823,3369.31,3341.67,825.137142857143,3823,1,14,13,12.1428571428571,3.18367346938776,14,2,2,0,2,0,2,76,128,52,83.4285714285714,12.734693877551,76,0.98,2.55,1.57,2.32571428571429,0.384489795918368,2.55,1,2,1,1.85714285714286,0.244897959183673,2,0,2,2,1.71428571428571,0.489795918367347,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3.57142857142857,0.73469387755102,4,0,1,1,0.142857142857143,0.244897959183673,0,0,4,4,3.42857142857143,0.979591836734694,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3.57142857142857,0.73469387755102,4,5.64,16.5933333333,10.9533333333,7.20476190475714,2.68244897958367,5.64,0,4.496,4.496,3.85371428571429,1.1010612244898,4.496,0,0,0,0,0,0,194,229,35,199,8.57142857142857,194
mp-1198729,Li22Sn5,-0.330998845771604,1918.73542456875,2.58332771399558,0.010069883333333,3,50,47,11.7037037037037,14.1838134430727,3,1,80,79,15.6296296296296,23.840877914952,1,6.941,118.71,111.769,27.638962962963,33.7300137174211,6.941,453.69,505.08,51.39,463.206666666667,15.5086419753086,453.69,1,14,13,3.40740740740741,3.92318244170096,1,2,5,3,2.55555555555556,0.905349794238683,2,128,139,11,130.037037037037,3.31961591220851,128,0.98,1.96,0.98,1.16148148148148,0.295747599451303,0.98,1,2,1,1.18518518518519,0.301783264746228,1,0,2,2,0.37037037037037,0.603566529492456,0,0,10,10,1.85185185185185,3.01783264746228,0,0,0,0,0,0,0,1,14,13,3.40740740740741,3.92318244170096,1,0,1,1,0.814814814814815,0.301783264746228,1,0,4,4,0.740740740740741,1.20713305898491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.55555555555556,0.905349794238683,1,16.5933333333,33.285,16.6916666667,19.6843827160222,5.03726566073251,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,212.703703703704,26.556927297668,229
mp-1185265,Li3Sn,-0.385153931249999,70.0517425604049,3.30755508872753,0,3,50,47,14.75,17.625,3,1,80,79,20.75,29.625,1,6.941,118.71,111.769,34.88325,41.913375,6.941,453.69,505.08,51.39,466.5375,19.27125,453.69,1,14,13,4.25,4.875,1,2,5,3,2.75,1.125,2,128,139,11,130.75,4.125,128,0.98,1.96,0.98,1.225,0.3675,0.98,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,14,13,4.25,4.875,1,0,1,1,0.75,0.375,1,0,4,4,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,16.5933333333,33.285,16.6916666667,20.766249999975,6.2593750000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,207,33,229
mp-7955,Li3Sb,-0.7521129675,156.978033049964,3.01653214953545,0,3,51,48,15,18,3,1,85,84,22,31.5,1,6.941,121.76,114.819,35.64575,43.057125,6.941,453.69,903.78,450.09,566.2125,168.78375,453.69,1,15,14,4.5,5.25,1,2,5,3,2.75,1.125,2,128,139,11,130.75,4.125,128,0.98,2.05,1.07,1.2475,0.40125,0.98,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,15,14,4.5,5.25,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,16.5933333333,31.56,14.9666666667,20.334999999975,5.6125000000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,213.25,23.625,229
mp-1185185,Li3Cr,0.406402214999999,73.2989050079535,1.64966939590068,0.406402214999999,3,24,21,8.25,7.875,3,1,49,48,13,18,1,6.941,51.9961,45.0551,18.204775,16.8956625,6.941,453.69,2180,1726.31,885.2675,647.36625,453.69,1,6,5,2.25,1.875,1,2,4,2,2.5,0.75,2,128,139,11,130.75,4.125,128,0.98,1.66,0.68,1.15,0.255,0.98,1,1,0,1,0,1,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.25,1.875,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.25,1.875,1,11.19,16.5933333333,5.4033333333,15.242499999975,2.0262499999875,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,229,0,229
mp-1185184,Li3Nb,0.6990955125,64.030357570581,2.94941471007754,0.6990955125,3,41,38,12.5,14.25,3,1,47,46,12.5,17.25,1,6.941,92.90638,85.96538,28.432345,32.2370175,6.941,453.69,2750,2296.31,1027.7675,861.11625,453.69,1,5,4,2,1.5,1,2,5,3,2.75,1.125,2,128,164,36,137,13.5,128,0.98,1.6,0.62,1.135,0.2325,0.98,1,1,0,1,0,1,0,0,0,0,0,0,0,4,4,1,1.5,0,0,0,0,0,0,0,1,5,4,2,1.5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6,6,1.5,2.25,0,0,0,0,0,0,0,1,7,6,2.5,2.25,1,16.5933333333,18.18,1.5866666667,16.989999999975,0.5950000000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,229,0,229
mp-867343,Li3Cd,-0.175375637499999,72.2794649253297,3.06090066145264,0.0060066675,3,48,45,14.25,16.875,3,1,70,69,18.25,25.875,1,6.941,112.411,105.47,33.3085,39.55125,6.941,453.69,594.22,140.53,488.8225,52.69875,453.69,1,12,11,3.75,4.125,1,2,5,3,2.75,1.125,2,128,144,16,132,6,128,0.98,1.69,0.71,1.1575,0.26625,0.98,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,12,11,3.75,4.125,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,16.5933333333,19.495,2.9016666667,17.318749999975,1.0881250000125,16.5933333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
mp-976060,Li3C,0.426453397152777,36.7971880799157,1.48167956292244,0.476393675069444,3,6,3,3.75,1.125,3,1,77,76,20,28.5,1,6.941,12.0107,5.0697,8.208425,1.9011375,6.941,453.69,3823,3369.31,1296.0175,1263.49125,453.69,1,14,13,4.25,4.875,1,2,2,0,2,0,2,76,128,52,115,19.5,128,0.98,2.55,1.57,1.3725,0.58875,0.98,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,0,1,1,0.75,0.375,1,0,4,4,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,5.64,16.5933333333,10.9533333333,13.854999999975,4.1074999999875,16.5933333333,0,4.496,4.496,1.124,1.686,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
mp-1006112,Na3Co,0.661498431336206,98.4929490688945,2.15636859987993,0.661498431336206,11,27,16,15,6,11,2,58,56,16,21,2,22.98976928,58.933195,35.94342572,31.97562571,13.478784645,22.98976928,370.87,1768,1397.13,720.1525,523.92375,370.87,1,9,8,3,3,1,3,4,1,3.25,0.375,3,126,166,40,156,15,166,0.93,1.88,0.95,1.1675,0.35625,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,9,8,3,3,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,10.245,29.2433333333,18.9983333333,24.493749999975,7.1243749999875,29.2433333333,0,0,0,0,0,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,194,229,35,220.25,13.125,229
mp-1185541,CsNa3,0.082453650603447,211.798284092753,1.5827367371964,0.082453650603447,11,55,44,22,16.5,11,2,5,3,2.75,1.125,2,22.98976928,132.9054519,109.91568262,50.468689935,41.2183809825,22.98976928,301.59,370.87,69.28,353.55,25.98,370.87,1,1,0,1,0,1,3,6,3,3.75,1.125,3,166,244,78,185.5,29.25,166,0.79,0.93,0.14,0.895,0.0525,0.93,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,29.2433333333,115.765,86.5216666667,50.873749999975,32.4456250000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,229,0,229
mp-1186032,Na3Ca,0.088699195086206,153.527941622006,1.17944207981176,0.088699195086206,11,20,9,13.25,3.375,11,2,7,5,3.25,1.875,2,22.98976928,40.078,17.08823072,27.26182696,6.40808652,22.98976928,370.87,1115,744.13,556.9025,279.04875,370.87,1,2,1,1.25,0.375,1,3,4,1,3.25,0.375,3,166,176,10,168.5,3.75,166,0.93,1,0.07,0.9475,0.02625,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.25,0.375,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,29.2433333333,37.77,8.5266666667,31.374999999975,3.1975000000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229
mp-1186024,Na3Cd,-0.017759379784482,116.483011631703,2.5856911051764,0,11,48,37,20.25,13.875,11,2,70,68,19,25.5,2,22.98976928,112.411,89.42123072,45.34507696,33.53296152,22.98976928,370.87,594.22,223.35,426.7075,83.75625,370.87,1,12,11,3.75,4.125,1,3,5,2,3.5,0.75,3,144,166,22,160.5,8.25,166,0.93,1.69,0.76,1.12,0.285,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,12,11,3.75,4.125,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,19.495,29.2433333333,9.7483333333,26.806249999975,3.6556249999875,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
mp-1212538,Na2Sn,-0.133948113722219,1509.22014176596,2.89922886737212,0.115476582361113,11,50,39,24,17.3333333333333,11,2,80,78,28,34.6666666666667,2,22.98976928,118.71,95.72023072,54.8965128533333,42.5423247644444,22.98976928,370.87,505.08,134.21,415.606666666667,59.6488888888889,370.87,1,14,13,5.33333333333333,5.77777777777778,1,3,5,2,3.66666666666667,0.888888888888889,3,139,166,27,157,12,166,0.93,1.96,1.03,1.27333333333333,0.457777777777778,0.93,1,2,1,1.33333333333333,0.444444444444444,1,0,2,2,0.666666666666667,0.888888888888889,0,0,10,10,3.33333333333333,4.44444444444444,0,0,0,0,0,0,0,1,14,13,5.33333333333333,5.77777777777778,1,0,1,1,0.666666666666667,0.444444444444444,1,0,4,4,1.33333333333333,1.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,1.33333333333333,1,29.2433333333,33.285,4.0416666667,30.5905555555333,1.79629629631111,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,199.666666666667,39.1111111111111,229
mp-11180,NaC,0.231587437974138,72.36398887159,1.60631406574081,0.231587437974138,6,11,5,8.5,2.5,6,2,77,75,39.5,37.5,2,12.0107,22.98976928,10.97906928,17.50023464,5.48953464,12.0107,370.87,3823,3452.13,2096.935,1726.065,370.87,1,14,13,7.5,6.5,1,2,3,1,2.5,0.5,2,76,166,90,121,45,76,0.93,2.55,1.62,1.74,0.81,0.93,1,2,1,1.5,0.5,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.5,1.5,1,0,1,1,0.5,0.5,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.5,1.5,1,5.64,29.2433333333,23.6033333333,17.44166666665,11.80166666665,5.64,0,4.496,4.496,2.248,2.248,0,0,0,0,0,0,0,194,229,35,211.5,17.5,194
mp-1186017,Na3Ag,0.04996349125,105.41539181326,2.78560450383459,0.079431958125001,11,47,36,20,13.5,11,2,65,63,17.75,23.625,2,22.98976928,107.8682,84.87843072,44.20937696,31.82941152,22.98976928,370.87,1234.93,864.06,586.885,324.0225,370.87,1,11,10,3.5,3.75,1,3,5,2,3.5,0.75,3,145,166,21,160.75,7.875,166,0.93,1.93,1,1.18,0.375,0.93,1,1,0,1,0,1,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,11,10,3.5,3.75,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,29.2433333333,12.9133333333,26.014999999975,4.8424999999875,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229
mp-1186073,Na3Ni,0.416753907586207,96.663690600123,2.19305627997605,0.416753907586207,11,28,17,15.25,6.375,11,2,61,59,16.75,22.125,2,22.98976928,58.6934,35.70363072,31.91567696,13.38886152,22.98976928,370.87,1728,1357.13,710.1525,508.92375,370.87,1,10,9,3.25,3.375,1,3,4,1,3.25,0.375,3,124,166,42,155.5,15.75,166,0.93,1.91,0.98,1.175,0.3675,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,8,8,2,3,0,0,0,0,0,0,0,1,10,9,3.25,3.375,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,2,1,1.25,0.375,1,10.32,29.2433333333,18.9233333333,24.512499999975,7.0962499999875,29.2433333333,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.2232730125,0,225,229,4,228,1.5,229
mp-1186065,Na3Ce,0.464398373836207,153.916736928139,2.25572818687358,0.464398373836207,11,58,47,22.75,17.625,11,2,15,13,5.25,4.875,2,22.98976928,140.116,117.12623072,52.27132696,43.92233652,22.98976928,370.87,1071,700.13,545.9025,262.54875,370.87,1,3,2,1.5,0.75,1,3,6,3,3.75,1.125,3,166,204,38,175.5,14.25,166,0.93,1.12,0.19,0.9775,0.07125,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,1,1,0.25,0.375,0,0,1,1,0.25,0.375,0,1,4,3,1.75,1.125,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,9,9,2.25,3.375,0,0,13,13,3.25,4.875,0,1,22,21,6.25,7.875,1,29.2433333333,37.24,7.9966666667,31.242499999975,2.9987500000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
mp-977062,Na3Ca,0.085309555086206,151.924269477907,1.19189195642115,0.085309555086206,11,20,9,13.25,3.375,11,2,7,5,3.25,1.875,2,22.98976928,40.078,17.08823072,27.26182696,6.40808652,22.98976928,370.87,1115,744.13,556.9025,279.04875,370.87,1,2,1,1.25,0.375,1,3,4,1,3.25,0.375,3,166,176,10,168.5,3.75,166,0.93,1,0.07,0.9475,0.02625,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.25,0.375,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,29.2433333333,37.77,8.5266666667,31.374999999975,3.1975000000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229
mp-1186037,Na3Fe,0.700917998965517,109.893910502089,1.88599198346862,0.700917998965517,11,26,15,14.75,5.625,11,2,55,53,15.25,19.875,2,22.98976928,55.845,32.85523072,31.20357696,12.32071152,22.98976928,370.87,1811,1440.13,730.9025,540.04875,370.87,1,8,7,2.75,2.625,1,3,4,1,3.25,0.375,3,132,166,34,157.5,12.75,166,0.93,1.83,0.9,1.155,0.3375,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,6,6,1.5,2.25,0,0,0,0,0,0,0,1,8,7,2.75,2.625,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,10.73,29.2433333333,18.5133333333,24.614999999975,6.9424999999875,29.2433333333,0,0,0,0,0,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,229,229,0,229,0,229
mp-1186080,Na3Sn,-0.180928170000001,109.216084848053,2.85350663406722,0.045904087624998,11,50,39,20.75,14.625,11,2,80,78,21.5,29.25,2,22.98976928,118.71,95.72023072,46.91982696,35.89508652,22.98976928,370.87,505.08,134.21,404.4225,50.32875,370.87,1,14,13,4.25,4.875,1,3,5,2,3.5,0.75,3,139,166,27,159.25,10.125,166,0.93,1.96,1.03,1.1875,0.38625,0.93,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,14,13,4.25,4.875,1,0,1,1,0.75,0.375,1,0,4,4,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,29.2433333333,33.285,4.0416666667,30.253749999975,1.5156250000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,207,33,229
mp-7956,Na3Sb,-0.569552188749999,232.176918123872,2.72820803526148,0,11,51,40,21,15,11,2,85,83,22.75,31.125,2,22.98976928,121.76,98.77023072,47.68232696,37.03883652,22.98976928,370.87,903.78,532.91,504.0975,199.84125,370.87,1,15,14,4.5,5.25,1,3,5,2,3.5,0.75,3,139,166,27,159.25,10.125,166,0.93,2.05,1.12,1.21,0.42,0.93,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,15,14,4.5,5.25,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,29.2433333333,31.56,2.3166666667,29.822499999975,0.8687500000125,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,213.25,23.625,229
mp-982595,Na3Re,1.30176847133621,103.686422744405,4.08665104671991,1.30176847133621,11,75,64,27,24,11,2,54,52,15,19.5,2,22.98976928,186.207,163.21723072,63.79407696,61.20646152,22.98976928,370.87,3459,3088.13,1142.9025,1158.04875,370.87,1,7,6,2.5,2.25,1,3,6,3,3.75,1.125,3,151,166,15,162.25,5.625,166,0.93,1.9,0.97,1.1725,0.36375,0.93,1,2,1,1.25,0.375,1,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,14,14,3.5,5.25,0,1,21,20,6,7.5,1,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,5,4,2,1.5,1,14.655,29.2433333333,14.5883333333,25.596249999975,5.4706249999875,29.2433333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229
